gene,score,p_val
AKT1,3.1615750155845292,8.332638946754438e-05
AXL,1.4285157598654308,0.07182734772102325
BGN,1.7751067309661,0.023248062661444878
BIRC3,1.3064015764910963,0.1154903758020165
BIRC5,4.01706687004871,8.332638946754438e-05
BMP2,0.9645693965799521,0.5281226564452962
BMP4,1.8740257716317335,0.011749020914923757
CALD1,3.3689878429109914,0.00016665277893508876
CAPG,2.5074201578946296,0.0007499375052078994
CCNA2,2.7608003686685416,0.000666611115740355
CCND1,1.6029983580261005,0.03724689609199233
CD36,2.192437445751223,0.0028330972418965086
CDK1,2.4898651749761735,0.00133322223148071
CDKN1A,0.7550226083013204,0.8305974502124823
CDKN1B,2.3048267926740036,0.0009999166736105324
COL1A1,2.2348158525261743,0.005249562536455295
COL5A2,3.259118769760993,0.0005832847262728105
COL9A3,3.0548784686096786,0.00016665277893508876
CTNNB1,4.668826510300698,8.332638946754438e-05
DCN,0.9775348180210204,0.4370469127572702
DKK3,1.4668951414864737,0.059161736521956505
EGFR,1.2736031153751928,0.1455712023998
ERBB3,2.380306604629782,0.0008332638946754438
ESPN,2.7776038843330197,0.0004999583368052662
FGF1,1.257380015539957,0.1523206399466711
FGFR1,1.549545698954109,0.04616281976501958
FN1,1.8434730554319205,0.01316556953587201
FOS,3.148731899766925,0.0004999583368052662
FOSB,4.493525145876996,8.332638946754438e-05
FOSL1,1.5322930709155613,0.05066244479626698
FOSL2,2.137138683157804,0.004666277810182484
FOXF2,2.584287755077661,0.0010832430630780768
GPX8,1.3191002135354433,0.12015665361219899
GTSE1,2.75453954539915,0.000666611115740355
HIF1A,3.217458417672709,8.332638946754438e-05
HK2,2.283200500675868,0.002333138905091242
IFIT2,2.827315248876473,0.012665611199066744
IRX3,1.6312305457440064,0.03224731272393967
ITGA3,1.8881431261716857,0.012082326472793933
ITGA5,1.1501032945951428,0.23231397383551372
ITGA6,4.599634528707374,8.332638946754438e-05
ITGA8,1.2819765609702833,0.13048912590617448
ITGAV,3.202279070199938,8.332638946754438e-05
JUN,1.3825015994575383,0.08774268810932423
KIT,1.213979341141248,0.18098491792350638
KLF4,1.9329141108074661,0.008249312557286892
L1CAM,1.632947760689007,0.03283059745021248
LMOD1,1.4542957021932374,0.0606616115323723
LOXL2,2.535261605259194,0.0016665277893508875
MAPK14,1.5160113212867279,0.05416215315390384
MEF2C,1.2344918532715539,0.1701524872927256
MERTK,1.59966736154641,0.03866344471294059
MET,2.0482638103742654,0.005416215315390384
MITF,5.029063762418421,8.332638946754438e-05
MKI67,2.178300344858611,0.002083159736688609
MLANA,3.692964680828328,8.332638946754438e-05
MMP1,1.9951577836717636,0.021081576535288724
MMP11,0.825734349023337,0.6661111574035498
MYBL2,4.093535070479939,8.332638946754438e-05
MYC,1.8883206330238056,0.011332388967586034
MYLK,1.6801817190580213,0.028080993250562455
MYOCD,2.470485686323252,0.0009999166736105324
NANOG,1.028805920970187,0.33022248145987837
NCAM1,1.3504541418563951,0.10724106324472961
NFATC2,5.742184682446038,8.332638946754438e-05
NFE2L2,3.4945246349202046,8.332638946754438e-05
NGFR,1.1380139617411356,0.2281476543621365
NOTCH3,1.3584890081369028,0.09140904924589617
NOTCH4,1.6501541645357396,0.029080909924172987
NRG1,1.1446524103096356,0.23298058495125407
NT5E,1.6739538537796392,0.030164152987251062
OASL,1.564033529888869,0.05641196566952754
PDGFA,1.2589691608818767,0.15732022331472378
PDGFC,1.3840905545538367,0.0894092158986751
PDGFRB,1.2780556142154453,0.13882176485292894
PKDCC,1.3886823965864918,0.08682609782518123
PRKCA,1.023018913575421,0.3884676276976919
PRRX1,2.791986440167227,0.00016665277893508876
RGS2,2.3576182511341757,0.002499791684026331
RIGI,2.098338125895804,0.009665861178235147
ROR1,1.40947610175546,0.08140988250979085
ROR2,1.267121302141059,0.13848845929505874
RUNX2,1.968450352316708,0.006832763936338638
SCG2,2.107268054750901,0.008249312557286892
SERPINE1,1.0935972147989446,0.28405966169485874
SERPINF1,0.9627139616836853,0.4734605449545871
SFRP1,1.7657163442411563,0.025497875177068578
SFRP4,1.7213326424823052,0.018581784851262394
SLC7A8,2.78413138943035,0.0002499791684026331
SLIT2,0.9456742238119058,0.4995417048579285
SMAD3,1.0456141845047593,0.3503041413215565
SNAI1,1.116545807449368,0.26372802266477796
SNAI2,4.3711418866744145,8.332638946754438e-05
SOX10,1.269333731654754,0.14823764686276145
SOX2,1.6048230657600384,0.03566369469210899
SOX9,1.7162957951528635,0.023414715440379968
SPARC,3.811218091658408,8.332638946754438e-05
TAFAZZIN,0.9606276410761624,0.4811265727856012
TAGLN,1.1273248043958837,0.2643946337805183
TDO2,1.8535875235938624,0.015665361219898342
TFAP2A,2.4790261039926897,0.0010832430630780768
TGFB1,2.408094024804739,0.0005832847262728105
TGFB1I1,0.9395709539384705,0.5142071494042163
TGFBR2,1.017365901923727,0.39405049579201734
TOP2A,1.8561891659624064,0.017665194567119406
TRPM1,1.4654728069548082,0.06357803516373635
TYR,1.7416775414606747,0.021081576535288724
VCAM1,1.1528770640183108,0.23314723773018914
VEGFA,3.400563186014608,8.332638946754438e-05
VEGFC,1.233682758151157,0.1701524872927256
VGF,3.226797743106923,0.0004166319473377219
WNT5A,1.4816991733077056,0.05316223648029331
YAP1,1.8364827869970115,0.012082326472793933
ZEB1,1.277232375752259,0.14198816765269562
ZEB2,2.1685678624194145,0.003166402799766686
