gene,score,p_val
AKT1,2.271922317184317,8.402655239055541e-05
AXL,1.0170365875265601,0.3852617427106966
BGN,2.3913964563204217,0.00042013276195277706
BIRC3,0.7828227624914379,0.693807243088816
BIRC5,1.631681946762907,0.0033610620956222165
BMP2,1.1611953152969736,0.2295605411309974
BMP4,0.9286796810343279,0.6542307369128645
CALD1,2.74493849274144,8.402655239055541e-05
CAPG,2.174934245461442,8.402655239055541e-05
CCNA2,1.4261506540356126,0.024955886059994957
CCND1,1.9561753826226767,0.00025207965717166626
CD36,1.7304668046744847,0.0013444248382488866
CDK1,1.6777954823854322,0.00403327451474666
CDKN1A,1.1344491784423831,0.2578774892866146
CDKN1B,1.6949806555389206,0.002268716914544996
COL1A1,2.3277919652258405,0.0006722124191244433
COL5A2,1.8290227925459777,0.00604991177211999
COL9A3,1.7274935271863672,0.001596504495420553
CTNNB1,3.105683206516561,8.402655239055541e-05
DCN,1.0928225228000124,0.30182337618687505
DKK3,1.1700957311907967,0.17124611377195192
EGFR,1.3056745427247876,0.07469960507520376
ENSMUSG00000071361,1.4994361753080936,0.1287286782623309
ERBB3,1.927391997431185,0.00042013276195277706
ESPN,2.113252987256876,8.402655239055541e-05
FGF1,1.855844047031663,0.0049575665910427695
FGFR1,4.000237804340498,8.402655239055541e-05
FN1,3.2200868384285295,8.402655239055541e-05
FOS,2.1287748667901356,0.0013444248382488866
FOSB,1.7056332004370849,0.023779514326527182
FOSL1,1.8548056661645702,0.0029409293336694394
FOSL2,2.051589512424831,0.00016805310478111083
FOXF2,1.668392527699636,0.004201327619527771
GFP,2.3596654019694014,8.402655239055541e-05
GPX8,1.5104890296241664,0.008654734896227208
GTSE1,2.135114602840606,0.00016805310478111083
HIF1A,2.2386234648945518,8.402655239055541e-05
HK2,4.144710586293674,8.402655239055541e-05
IFIT2,0.8454687294114606,0.572304848332073
IGFBP7,1.5179982765391447,0.028148895050836065
IRX3,2.217611015844634,8.402655239055541e-05
ITGA3,2.927993074127294,8.402655239055541e-05
ITGA5,1.8147627672664746,0.0016805310478111082
ITGA6,1.8595568221242849,0.0006722124191244433
ITGA8,1.3668752466403091,0.11419208469876481
ITGAV,1.5389938924267283,0.007478363162759432
JUN,1.6531938971687854,0.01814973531635997
KIT,0.8741367253568902,0.7167464918914377
KLF4,1.471197634750842,0.009158894210570541
L1CAM,3.4189073174156843,8.402655239055541e-05
LMOD1,0.9843832286844139,0.48853037559868917
LOXL2,2.275689413691485,0.00025207965717166626
MAPK14,1.4263872618148934,0.014704646668347197
MEF2C,1.7611917454228827,0.0009242920762961096
MERTK,0.9681749941463478,0.5407948911856146
MET,1.7755519589466602,0.0005881858667338879
MITF,2.606154481164619,8.402655239055541e-05
MKI67,2.159124921820339,8.402655239055541e-05
MLANA,3.0041653013817275,8.402655239055541e-05
MMP1,0.9724984982484733,0.45349130325182757
MMP11,0.9099882425678046,0.6302831694815562
MT-RNR2,3.7250676950546704,8.402655239055541e-05
MYBL2,2.620047193401396,8.402655239055541e-05
MYC,2.9505874408628685,8.402655239055541e-05
MYLK,1.1779020678922445,0.14057642214939922
MYOCD,1.305236872993201,0.08419460549533653
NANOG,1.0148783531545733,0.47374170237795143
NCAM1,1.8294527719632818,0.00042013276195277706
NFATC2,1.6804185907474836,0.0053776993529955465
NFE2L2,1.7032943954336277,0.0009242920762961096
NGFR,0.9210036827877033,0.4212251071338543
NOTCH3,0.8568471400239234,0.5327283421561213
NOTCH4,1.2745319346913202,0.10637761532644316
NRG1,1.046966835158773,0.401814973531636
NT5E,1.1103652511475666,0.2467019578186707
OASL,0.7795847960471503,0.6233929921855307
PDGFA,1.2257236506983489,0.16948155617175029
PDGFC,1.5380006019173948,0.008990841105789429
PDGFRB,1.1558720552512165,0.1651121754474414
PKDCC,1.8498045732524375,0.0005041593143433325
PRKCA,0.8906996838951845,0.7254012267876649
PRRX1,1.926793278844906,0.00033610620956222166
RGS2,2.034789824497549,0.00403327451474666
RIGI,0.7614263503900738,0.7342240147886733
ROR1,1.578668692293801,0.005965885219729435
ROR2,1.4733095765194755,0.04781110831022603
RUNX2,1.4555462985728427,0.014704646668347197
SCG2,1.2901705153115395,0.09579026972523318
SERPINE1,3.0199043585602863,8.402655239055541e-05
SERPINF1,1.9090919546910707,0.0065540710864633225
SFRP1,6.7463780763101004,8.402655239055541e-05
SFRP4,1.6241996948333743,0.017645576002016636
SLC7A8,2.179147902796774,0.00025207965717166626
SLIT2,1.3583189771851625,0.06680110915049156
SMAD3,1.664169942468549,0.003024955886059995
SNAI1,1.6115437340895975,0.004705486933871103
SNAI2,2.214427328844819,0.00016805310478111083
SOX10,2.4784090635734537,8.402655239055541e-05
SOX2,0.754491316248221,0.9542895554995379
SOX9,1.0775097651708139,0.24838248886648182
SPARC,3.01414927992288,8.402655239055541e-05
TAFAZZIN,1.0454781438579395,0.3488782455255861
TAGLN,1.5669979703349046,0.01083942525838165
TDO2,1.446546085321963,0.017309469792454416
TFAP2A,2.6488136949181667,8.402655239055541e-05
TGFB1,1.9774218878847694,0.0005041593143433325
TGFB1I1,1.4115340706810158,0.019326107049827745
TGFBR2,1.341496260828724,0.050499957986723805
TOP2A,1.450321570333079,0.03251827577514495
TRPM1,1.8410240066219394,0.002268716914544996
TYR,2.589161072530056,8.402655239055541e-05
VCAM1,0.999587611240841,0.4001344424838249
VEGFA,2.4893342191800802,8.402655239055541e-05
VEGFC,1.8518739750681652,0.0017645576002016637
VGF,2.6936493883595785,0.00016805310478111083
WNT5A,1.503299112401507,0.01579699184942442
YAP1,2.0420180794289697,8.402655239055541e-05
ZEB1,1.6108677965527285,0.0053776993529955465
ZEB2,1.8825622310546737,0.00025207965717166626
