gene,score,p_val
AKT1,2.019244078714963,0.0009242920762961096
AXL,0.7538173147870607,0.9552138475758339
BGN,1.4387510972839017,0.05016385177716158
BIRC3,1.1981586924821694,0.12956894378623646
BIRC5,2.1804588081970366,0.001008318628686665
BMP2,1.2246716282642691,0.23308965633140072
BMP4,1.191453681870036,0.15032350222670363
CALD1,2.147396614579917,0.0006722124191244433
CAPG,1.9787882054629187,0.003865221409965549
CCNA2,1.491778463641203,0.03226619611797328
CCND1,1.8570183494134074,0.004621460381480548
CD36,1.3763334806739103,0.048987480043693805
CDK1,1.4351822774541696,0.0433577010335266
CDKN1A,0.9614283477344164,0.44450046214603817
CDKN1B,2.1830313254098357,0.0009242920762961096
COL1A1,2.577993767800497,0.0013444248382488866
COL5A2,2.447728515984489,0.0021006638097638853
COL9A3,2.378960506462015,0.00033610620956222166
CTNNB1,2.395379595725321,0.00016805310478111083
DCN,1.1196000336439371,0.17124611377195192
DKK3,1.0598394245083733,0.260818418620284
EGFR,1.1419921770022508,0.1799848752205697
ENSMUSG00000071361,0.8111855819755149,0.8384169397529619
ERBB3,2.095385551411966,0.0007562389715149988
ESPN,1.936265728023192,0.003445088648012772
FGF1,1.206200638783136,0.13074531551970422
FGFR1,1.3341212154164908,0.06797748088395933
FN1,1.6310516891850364,0.01428451390639442
FOS,1.4175314567660746,0.058146374254264346
FOSB,1.3549544336616044,0.07764053440887321
FOSL1,1.2466959455028068,0.11041088984118981
FOSL2,2.0922467999599865,0.00512561969582388
FOXF2,1.0578793139099425,0.2730022687169145
GFP,1.3765147329011798,0.055961683892109905
GPX8,1.0947846079433914,0.24871859507604402
GTSE1,1.8178464819778968,0.007814469372321654
HIF1A,1.9058488394691955,0.002436770019326107
HK2,1.8736030802720767,0.006638097638853878
IFIT2,1.0134593137453451,0.3032518275775145
IGFBP7,1.4331056892159397,0.06528863120746156
IRX3,1.041755528723535,0.33240904125703724
ITGA3,1.4088711040330273,0.04747500210066381
ITGA5,1.1004025746832713,0.22972859423577852
ITGA6,1.9003095729032962,0.002604823124107218
ITGA8,0.8928688901006824,0.558860599949584
ITGAV,1.512099793588619,0.025544071926728848
JUN,1.284241398913644,0.09469792454415596
KIT,0.8878820620309582,0.7084278632047727
KLF4,1.542253700432178,0.022435089488278295
L1CAM,2.2793995858273997,8.402655239055541e-05
LMOD1,0.8596027834298258,0.7221241912444333
LOXL2,1.82579936023452,0.011259558020334426
MAPK14,1.332600079009216,0.059658852197294346
MEF2C,0.9321845378541311,0.5623056885975969
MERTK,1.1396373262390966,0.18813545080245359
MET,1.4844644989613447,0.03159398369884884
MITF,2.397934440416434,0.00016805310478111083
MKI67,1.60849222024613,0.01571296529703386
MLANA,2.0257619696961644,0.0016805310478111082
MMP1,0.9270651246408955,0.4626501974623981
MMP11,0.8488278286763533,0.7556507856482648
MT-RNR2,2.563113727752097,8.402655239055541e-05
MYBL2,2.0991744331672573,0.001428451390639442
MYC,1.7979324081819887,0.007394336610368877
MYLK,1.1244214657273486,0.2063692126712041
MYOCD,1.239157700966426,0.10864633224098816
NANOG,0.8390018792768037,0.7001092345181077
NCAM1,1.7786812050279808,0.005545752457776657
NFATC2,1.5308209222226432,0.0341147802705655
NFE2L2,2.257366389269494,0.00016805310478111083
NGFR,1.152303921336556,0.1520880598269053
NOTCH3,0.8058525136469239,0.8591714981934291
NOTCH4,1.0443009914662502,0.2775397025460045
NRG1,0.9813925972379269,0.4057642214939921
NT5E,0.9920975727910349,0.3974455928073271
OASL,0.8906160152073469,0.5881018401814974
PDGFA,1.2314309029260846,0.10789009326947316
PDGFC,0.9858768960614193,0.44702125871775483
